timestamp,post,coordinates,latitude,longitude,country,region
2024-02-26,"КонтрFPV боротьба у виконанні воїнів підрозділу ""Apachi"". Локація: Привілля, Луганська обл __Дрон Rusoyob 1670__ [Джерело](https://t.me/ssternenko/25711) `48.993401, 38.302679` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.993401/38.302679)","48.993401, 38.302679",48.993401,38.302679,Ukraine,Luhansk Oblast
2024-02-25,"Пілоти підрозділу ""Грифон501"" виявили замаскований АГС-17 та уразили його FPV-дроном Локація: Кринки (Дачі), Херсонська обл __Дрон Rusoriz 11830__ [Джерело](https://t.me/GRIFON501/285) `46.738406, 33.110861` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.738406/33.110861)","46.738406, 33.110861",46.738406,33.110861,Ukraine,Unknown
2024-02-25,"Морські піхотинці тримають відкритими ворота до пекла для росіянців Локація: Кринки, Херсонська обл [Джерело](https://t.me/fpvmp/97) `46.737061, 33.094558` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.737061/33.094558)","46.737061, 33.094558",46.737061,33.094558,Ukraine,Unknown
2024-02-25,"Морські піхотинці виявили і навели Himars на черговий кацапський підрозділ розвідувальних БПЛА Локація: на південь від Раденську, Херсонська обл [Джерело](https://t.me/argus38/120) `46.521557, 32.917702` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.521557/32.917702)","46.521557, 32.917702",46.521557,32.917702,Ukraine,Kherson Oblast
2024-02-25,"Відбиття чергової атаки кацапів FPV дронами. Локація: на південний захід від Роботиного, Запорізька обл [Джерело](https://t.me/Ronins44_65/107) `47.435775, 35.827805` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.435775/35.827805)","47.435775, 35.827805",47.435775,35.827805,Ukraine,Zaporizhia Oblast
2024-02-24,"Троє орків вийшли на кінцевій зупинці на концерт до кобзона (Працює 100 ОБР) Локація: Діброва, Луганська обл [Джерело](https://t.me/Volyn100obrTrO/1190) `48.996636, 38.107605` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.996636/38.107605)","48.996636, 38.107605",48.996636,38.107605,Ukraine,Luhansk Oblast
2024-02-24,"Артилеристи 47 ОМБр виявили та спалили черговий кацапський «Сонцепьок». Локація: на північ від Авдіївки, Донецька обл [Джерело](https://t.me/brygada47/502) `48.184306, 37.744316` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.184306/37.744316)","48.184306, 37.744316",48.184306,37.744316,Ukraine,Donetsk Oblast
2024-02-23,"У кацапів черговий А-50 фсьо... Локація: Трудовая Армения, на болотах __С дньом защітнікав атечества!__ `46.177963, 38.844819` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.177963/38.844819)","46.177963, 38.844819",46.177963,38.844819,Russia,Krasnodar Krai
2024-02-23,"Українська авіація нанесла удар КАБами по ворожій позиції. Локація: на південь від Новомихайлівки, Донецька обл [Джерело](https://t.me/pidrozdilshadowoficial/339) `47.827093, 37.466177` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.827093/37.466177)","47.827093, 37.466177",47.827093,37.466177,Ukraine,Donetsk Oblast
2024-02-23,"M1 ""Аbrams"" 47-ї ОМБр працює по російським позиціям з Бердичів, Донецька область Location: Berdychi, Donetsk Oblast, Ukraine ```48.191909, 37.663306``` Source: https://t.me/brygada47/493","48.191909, 37.663306",48.191909,37.663306,Ukraine,Donetsk Oblast
2024-02-22,"М113 63 ОМБр маневрує та прикриває бронею поранених воїнів від підорського вогню під час евакуації. Локація: на схід від Ямполівки, Донецька область. __Механік-водій проявив справжній приклад мужності та героїзму, щоб так залетіти треба мати неабиякі яйця.__ [Джерело](https://t.me/ombr_63/466) `49.060183, 38.005736` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.060183/38.005736)","49.060183, 38.005736",49.060183,38.005736,Ukraine,Donetsk Oblast
2024-02-22,"Робота дронів ""Тайстра"", 10 ОГШБр по живій силі противника Локація: Соледар, Донецька обл. [Джерело](https://t.me/taystra10/108) 00:05 - `48.704138, 38.064769` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.704138/38.064769) 00:22 - `48.705869, 38.064918` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.705869/38.064918)","48.704138, 38.064769",48.704138,38.064769,Ukraine,Donetsk Oblast
2024-02-21,"Група «Асгард» підрозділу «Очі» 120-го ОРБ FPV-дронами наносить ураження ворожій техніці. Назви дронів '* 564 *', '* 589 *', '* 593 *', '* 594 *', '* 613 *', '* 650 *'. Локація: Травневе, Донецька область. [Джерело](https://t.me/asgard_fpv/238) 0:15 - `48.424545, 38.102797` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.424545/38.102797) 0:24 - `48.423668, 38.106982` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.423668/38.106982) 0:27 - `48.404932, 38.081146` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.404932/38.081146) 0:31 - `48.422645, 38.094082` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.422645/38.094082)","48.424545, 38.102797",48.424545,38.102797,Ukraine,Donetsk Oblast
2024-02-21,"Окупанти вирішили перепочити перед штурмом Кринок, але є нюанс. Локація: на північний захід від Подо-Калинівки, Херсонська обл. [Джерело](https://t.me/lachentyt/39445) 0:17 - `46.544294, 33.100910` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.544294/33.100910) 0:45 - `46.543561, 33.098321` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.543561/33.098321)","46.544294, 33.100910",46.544294,33.10091,Ukraine,Kherson Oblast
2024-02-21,"Пілот 35 ОБрМП FPV-дроном влітає в укриття окупантів. Локація: Кринки, Херсонська обл. __Автор відео: Кислий.__ [Джерело](https://t.me/aeronavtyua/2294) `46.722803, 33.055760` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.722803/33.055760)","46.722803, 33.055760",46.722803,33.05576,Ukraine,Unknown
2024-02-21,"Знищення ретранслятора антени БПЛА ""Орлан"" воїнами з ""Michigan group"". Локація: Донецьк, Покинутий завод ЗБВ [Джерело](https://t.me/inquisition59/115) `48.033903, 37.705027` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.033903/37.705027)","48.033903, 37.705027",48.033903,37.705027,Ukraine,Donetsk Oblast
2024-02-21,"БУАР 65 ОМБр вибивають залишки підорні з Роботиного скидами з FPV-дронів Локація: Роботине [Джерело](https://t.me/skyhuntersuav/195) 00:07 - `47.444217,35.826094` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.444217/35.826094) 00:23 - `47.443600,35.826094` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.443600/35.826094)","47.444217,35.826094",47.444217,35.826094,Ukraine,Zaporizhia Oblast
2024-02-20,"Підрозділ ""Shadow"" FPV- дроном знищив БМП окупантів. Назва дрона 'LUSTRON'. Локація: Авдіївка, Донецька область. __Зазначена дата 19.02.24, в цей день також було знищено БМП з __[__минулого поста.__](https://t.me/kiber_boroshno/6799) [Джерело](https://t.me/pidrozdilshadowoficial/336) `48.152758, 37.718213` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.152758/37.718213)","48.152758, 37.718213",48.152758,37.718213,Ukraine,Donetsk Oblast
2024-02-20,"Бійці підрозділу ""MURAMASA"" 109 ОБрТрО FPV-дроном уразили Урал-4320 завантажений вибухонебезпечним вантажем. Назва дрона 'MURAMASA'. Локація: на захід від Верхньоторецького, Донецька область. [Джерело](https://t.me/muramasa_fpv/20) `48.216146, 37.857039` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.216146/37.857039)","48.216146, 37.857039",48.216146,37.857039,Ukraine,Donetsk Oblast
2024-02-20,"Підрозділ ""Lumiere group"" 2 МБ 3 ОШБр FPV-дроном влучає в транспорт з окупантами. Назва дрона 'FROM CIEDEN'. Локація: на північ від Авдіївки, Донецька область. [Джерело](https://t.me/lumieregroup/61) `48.176492, 37.741003` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.176492/37.741003)","48.176492, 37.741003",48.176492,37.741003,Ukraine,Donetsk Oblast
2024-02-20,"Нічна робота FPV-дронами з тепловізійною камерою від підрозділу М2 ЦСО ""А"" СБУ. Назва дронів 'RUSORIZ XL'. Локація: на південь від Нової Каховки, Херсонська область. [Джерело](https://t.me/ssternenko/25511) 0:07-0:16 - `46.682761, 33.398152` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/0:07-0:16/) 0:17 - `46.664256, 33.241798` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/0:17/) 0:27 - `46.663735, 33.237667` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/0:27/)","46.682761, 33.398152",46.682761,33.398152,Ukraine,Kherson Oblast
2024-02-20,"Підрозділ ""Shadow"" FPV- дроном знищив БМП окупантів. Назва дрона 'DMKLY_001'. Локація: на схід від Ласточкиного, Донецька обл. [Джерело](https://t.me/pidrozdilshadowoficial/334) `48.151302, 37.701549` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.151302/37.701549)","48.151302, 37.701549",48.151302,37.701549,Ukraine,Donetsk Oblast
2024-02-20,"Бійці ударного підрозділу Булава з ОПБр ім.Б Хмельницького дають росіянам практичний урок ""Як не можна розташовувати техніку поруч з ЛБЗ"", за допомогою FPV-дронів Локація: Старомлинівка [Джерело](https://t.me/wild_hornets/866) `47.684635,36.823903` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.684635/36.823903)","47.684635,36.823903",47.684635,36.823903,Ukraine,Donetsk Oblast
2024-02-19,"Бійці 501 ОБМП 36 ОБрМП FPV-дроном влітають в укриття групи окупантів. Назва дрона 'RUSORIZ 349'. Локація: Кринки, Херсонська обл. [Джерело](https://t.me/ua_marines_36brigade/1283) `46.741084, 33.098411` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.741084/33.098411)","46.741084, 33.098411",46.741084,33.098411,Ukraine,Unknown
2024-02-19,"Бійці роти ударних дронів «Рарог» 24-ї ОМБр FPV-дроном спалили окупанта на зупинці. Назва дрона 'SHRIKE'. Локація: на схід від Часового Яру, Донецька область. [Джерело](https://t.me/Rarog_24OMBr/159) `48.607138, 37.916939` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.607138/37.916939)","48.607138, 37.916939",48.607138,37.916939,Ukraine,Donetsk Oblast
2024-02-19,"Підрозділ ""Shadow"" FPV- дроном влучає в БМП ворога. Назва дрона 'KRYM UKRAINE'. Локація: Авдіївка, Донецька область. [Джерело](https://t.me/pidrozdilshadowoficial/332) `48.154264, 37.728676` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.154264/37.728676)","48.154264, 37.728676",48.154264,37.728676,Ukraine,Donetsk Oblast
2024-02-19,"Бійці 60 ОМБр FPV-дронами наносять ураження особовому складу ворога. Назва дронів 'RUSORIZ / VIDAR'. Локація: на схід від Ямполівки, Донецька область. [Джерело](https://t.me/ssternenko/25483) `49.059718, 38.001909` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.059718/38.001909)","49.059718, 38.001909",49.059718,38.001909,Ukraine,Donetsk Oblast
2024-02-19,"73-ий морський центр ССО знищує мобільну пускову установку та контейнери для зберігання безпілотників ZALA та «Ланцет» HIMARSом Локація: Стара Маячка, Херсонська область [Джерело](https://t.me/ukr_sof/948) `46.505231,33.183110` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.505231/33.183110)","46.505231,33.183110",46.505231,33.18311,Ukraine,Unknown
2024-02-19,"128 ОГШБР спільно з іншими підрозділами Сил Оборони зупинили наступ ворога. Локація: Роботине, Запорізька обл [Джерело](https://t.me/operationalcommandwest/154) `47.446527, 35.824768` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.446527/35.824768)","47.446527, 35.824768",47.446527,35.824768,Ukraine,Zaporizhia Oblast
2024-02-19,"Підрозділ ""BULAVA"" виявив та знищив ворожий розвідувальний комплекс Мур-М за допомогою дронів ""Дикі шершні"". Локація: Старомлинівка, Донецька обл [Джерело](https://t.me/wild_hornets/859) `47.702101, 36.823691` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.702101/36.823691)","47.702101, 36.823691",47.702101,36.823691,Ukraine,Donetsk Oblast
2024-02-18,"Сили Оборони не дають кацапам повісити свою ганчірку на в'їзді до Авдіївки. Локація: Авдіївка, Донецька обл [Джерело](https://t.me/centr_vykhor/2226) `48.158780, 37.709904` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.158780/37.709904)","48.158780, 37.709904",48.15878,37.709904,Ukraine,Donetsk Oblast
2024-02-18,"Підрозділ ""Божа Справа"" 47-ої ОМБр робить скид на дупу, що приперлася на нашу землю, FPV-дроном Локація: Степове, Донецька область [Джерело](https://t.me/ssternenko/25453) `48.196996,37.683955` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.196996/37.683955)","48.196996,37.683955",48.196996,37.683955,Ukraine,Donetsk Oblast
2024-02-18,"Ударний підрозділ ""BULAVA"" 3МБ ОПБр ім. Б.Хмельницького FPV-дроном ""Дикі шершні"" влучає в мінометний розрахунок окупантів. Локація: Старомлинівка, Донецька обл. [Джерело](https://t.me/bulava3mb/186) `47.707332, 36.834625` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.707332/36.834625)","47.707332, 36.834625",47.707332,36.834625,Ukraine,Donetsk Oblast
2024-02-18,"110 РУБпАК пояснює, що буде далі. Локація: Авдіївка, Донецька обл, на південь від КХЗ [Джерело](https://t.me/rubpak/90) `48.158228, 37.704396` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.158228/37.704396)","48.158228, 37.704396",48.158228,37.704396,Ukraine,Donetsk Oblast
2024-02-16,"2 МБ 30 ОМБр наносить ураження по ворожій 100-мм протитанковій гарматі МТ-12 ""Рапіра"" FPV-дроном Локація: Вільшана, Харківська область [Джерело](https://t.me/mb2omb30/40) `49.797135,37.755450` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.797135/37.755450)","49.797135,37.755450",49.797135,37.75545,Ukraine,Kharkiv Oblast
2024-02-16,"FPV-дрон влітає в ворожу штурмову групу Локація: північно-західна частина Авдіївки, поруч з Індустріальним проспектом [Джерело](https://t.me/rozvidka_noem/6191) `48.148328,37.726635` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.148328/37.726635)","48.148328,37.726635",48.148328,37.726635,Ukraine,Donetsk Oblast
2024-02-15,"Знищення ворожої БМП дроном РУБпАК ""Vidar"", 60 ОМБр Локація: На схід від Ямполівки, Донецька обл. [Джерело](https://t.me/ssternenko/25363) `49.060753,38.015161` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.060753/38.015161)","49.060753,38.015161",49.060753,38.015161,Ukraine,Donetsk Oblast
2024-02-15,"Воїни з ""Michigan group"" (""Інквізиція 59 легіону"") цього разу знищили кацапський засіб радіооптичного виявлення та придушення дронів,а також пару засобів РЕБ. Локація: Донецьк __Це вже не перше знищення подібного устаткування на цьому даху. Попереднє враження можна побачити __[__тут.__](https://t.me/kiber_boroshno/6472) [Джерело](https://t.me/inquisition59/111) `48.024305, 37.741344` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.024305/37.741344)","48.024305, 37.741344",48.024305,37.741344,Ukraine,Donetsk Oblast
2024-02-15,"Воїни РУБпАК 47 ОМБр викурюють кацапів із залишків наших хат. Локація: Степове, Донецька обл [Джерело](https://t.me/brygada47/473) `48.197100, 37.683836` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.197100/37.683836)","48.197100, 37.683836",48.1971,37.683836,Ukraine,Donetsk Oblast
2024-02-15,"Робота дронів РУБпАК ""Перун"", 42-ої ОМБр по десанту та БМД противника Локація: Північно-західніше с. Хромове, Донецька обл. [Джерело](https://t.me/ua_42nd_ombr/154) 00:17 - `48.607599, 37.930842` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.607599/37.930842) 00:48 - `48.608071, 37.926711` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.608071/37.926711)","48.607599, 37.930842",48.607599,37.930842,Ukraine,Donetsk Oblast
2024-02-14,"Ще одна знищена кацапська Газель воїнами 122 бригади ТРО. Локація: Каїри, Херсонська область __Дрон Rusoriz 12352__ [Джерело](https://t.me/ssternenko/25332) `46.959036, 33.703554` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.959036/33.703554)","46.959036, 33.703554",46.959036,33.703554,Ukraine,Kherson Oblast
2024-02-14,"Пілоти роти ударних дронів «Рарог» 24 ОМБр FPV-дронами уразили обладнання та автівку ворожих пілотів. Назва дронів 'RAROG'. Локація: Горлівка, Донецька обл. [Джерело](https://t.me/Rarog_24OMBr/153) `48.376936, 37.963333` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.376936/37.963333)","48.376936, 37.963333",48.376936,37.963333,Ukraine,Donetsk Oblast
2024-02-14,"122 ОБрТрО продовжує давню українську традицію ""буханкоцид"" FPV-дроном ""RUSORIZ 12377"" Локація: Каіри, Херсонська область [Джерело](https://t.me/ssternenko/25323) `46.908923,33.709089` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.908923/33.709089)","46.908923,33.709089",46.908923,33.709089,Ukraine,Kherson Oblast
2024-02-14,"Бійці 14 ОМБр знищують дві ворожі САУ Мста-С FPV-дронами ""MAMONT"" Локація: між Токарівським та Петрівкою, Харківська область __Дуже ми любимо ці дрони, й будинки з підорами складають й САУ з першого разу знищують🔥__ [Джерело](https://t.me/ssternenko/25326) Перша установка - `49.802844,37.906151` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.802844/37.906151) Друга - `49.802661,37.911167` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.802661/37.911167)","49.802844,37.906151",49.802844,37.906151,Ukraine,Kharkiv Oblast
2024-02-12,"РУБпАК 110 ОМБр підпалює кацапські танки. Локація: Авдіївка, Донецька обл поблизу готелю ""Царська охота"" [Джерело](https://t.me/rubpak/86) 00:22 - `48.113411, 37.771401` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.113411/37.771401) 00:38 - `48.113869, 37.767760` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.113869/37.767760)","48.113411, 37.771401",48.113411,37.771401,Ukraine,Donetsk Oblast
2024-02-11,"72 бригада влучає в російську БМП FPV-дроном ""YARUIS-M"" Локація: Микільске, Вугледарський напрям [Джерело](https://t.me/ssternenko/25269) `47.743056,37.302658` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.743056/37.302658)","47.743056,37.302658",47.743056,37.302658,Ukraine,Donetsk Oblast
2024-02-10,"Підрозділ М2 ЦСО ""А"" СБУ наносить удар по ворожій вантажівці ударним FPV-дроном літакового типу «DARTS» на відстані ~24.6км Локація: Великі Копані, лівобережжя Херсонщини __Дрон залетів в вантажівку зі сторони ворога, отже був запас для цього маневра.__ [Джерело](https://t.me/ssternenko/25240) `46.500949,32.961588` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.500949/32.961588)","46.500949,32.961588",46.500949,32.961588,Ukraine,Unknown
2024-02-10,"РУБпАК 110 ОМБр полює на кацапів в гаражах і житлових будинках. Локація: Авдіївка, Донецька обл поблизу Лісопосадки [Джерело](https://t.me/rubpak/85) `48.115818, 37.762978` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.115818/37.762978)","48.115818, 37.762978",48.115818,37.762978,Ukraine,Donetsk Oblast
2024-02-10,"Нові довгі дрони вже виконують задачі на війні. Воїни М2 ЦСО А СБУ здобувають новий досвід. Локація: на північ від Нової Маячки, Херсонська обл __Імовірно,__ __FPV-літак-камікадзе «DARTS»__ [Джерело](https://t.me/ssternenko/25229) `46.663323, 33.235144` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.663323/33.235144)","46.663323, 33.235144",46.663323,33.235144,Ukraine,Kherson Oblast
2024-02-10,"Оператор «Рарог» 24-ї ОМБр FPV-дроном залітає в бліндаж окупантів. Назва дронів 'SHRIKE'. Локація: на захід від Горлівки, Донецька область. [Джерело](https://t.me/Rarog_24OMBr/150) `48.340540, 37.921902` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.340540/37.921902)","48.340540, 37.921902",48.34054,37.921902,Ukraine,Donetsk Oblast
2024-02-10,"Робота ENEI team FPV-дроном по замаскованій ворожій техніці. Назва дрона 'STEEL FRONT'. Локація: на схід від Верхньої Криниці, Запорізька область. [Джерело](https://t.me/escadrone/1076) `47.490867, 35.304085` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.490867/35.304085)","47.490867, 35.304085",47.490867,35.304085,Ukraine,Zaporizhia Oblast
2024-02-09,"65-та ОМБр влаштовує ворогу гарячу нічку Локація: між Роботиним та Копанями, Запорізька область [Джерело](https://t.me/RUBAK_65/133) `47.453486,35.782679` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.453486/35.782679)","47.453486,35.782679",47.453486,35.782679,Ukraine,Zaporizhia Oblast
2024-02-09,"Прикордонники бригади Гвардії наступу «Помста» працюють по ворогу Локація: східніше Новоєгорівки, Луганська область [Джерело](https://t.me/DPSUkr/18152) `49.330055,37.971097` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/49.330055/37.971097)","49.330055,37.971097",49.330055,37.971097,Ukraine,Luhansk Oblast
2024-02-08,"РУБпАК 110-ої ОМБр відпрацьовує по техніці та особовому складу ворога FPV-дронами Локація: Кам'янка, Донецька область [Джерело](https://t.me/rubpak/84) `48.174601,37.787371` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.174601/37.787371)","48.174601,37.787371",48.174601,37.787371,Ukraine,Donetsk Oblast
2024-02-07,"4 БрОП НГУ мінусує ворожий міномет 2б9 ""Васильок"" Локація: Верхньокам'янка, Луганська область [Джерело](https://t.me/Pivnenko_NGU/645) `48.840495,38.289872` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.840495/38.289872)","48.840495,38.289872",48.840495,38.289872,Ukraine,Luhansk Oblast
2024-02-06,"123 ОБрТрО наносить ураження по ворожому транспорту FPV-дронами Локація: Гола Пристань [Джерело](https://t.me/jahznebes/63) 00:11 - `46.525166,32.509139` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.525166/32.509139) 00:22 - `46.524053,32.506023` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.524053/32.506023)","46.525166,32.509139",46.525166,32.509139,Ukraine,Unknown
2024-02-05,"Воїни ЦСО А СБУ у взаємодії із 71 ОЄБр мінусують ворожу САУ 2С1 Гвоздика FPV-дронами серії ""RUSORIZ"" з номерами: 4026, 4031 та 4025 й всю цю справу корегує, скоріш за все, БПЛА ""Лелека-100"" Локація: Новоселівка Друга, Авдіївський напрям [Джерело](https://t.me/ssternenko/25047) `48.213720,37.796953` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.213720/37.796953)","48.213720,37.796953",48.21372,37.796953,Ukraine,Donetsk Oblast
2024-02-04,"Воїни ЦСО А СБУ у співпраці із 52 ОСБ та 129 ОБр ТРО знищили кацапський Т-80 Локація: на південь від Новобахмутівки, Донецька обл __Дрони Rusoriz 3872,3875__ [Джерело](https://t.me/ssternenko/25018) `48.227400, 37.771018` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.227400/37.771018)","48.227400, 37.771018",48.2274,37.771018,Ukraine,Donetsk Oblast
2024-02-02,"Підрозділ Грифон 501 ОБМП знаходить кацапів будь-де. Локація: Кринки, Херсонська обл [Джерело](https://t.me/GRIFON501/248) `46.746195, 33.129844` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/46.746195/33.129844)","46.746195, 33.129844",46.746195,33.129844,Ukraine,Unknown
2024-02-02,"Підрозділ 42-ої ОМБр ""Перун"" знищує ворожу БМП-2 FPV-дронами ""PERUN"" Локація: Бахмут [Джерело](https://t.me/ua_42nd_ombr/140) `48.608753,37.977304` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.608753/37.977304)","48.608753,37.977304",48.608753,37.977304,Ukraine,Donetsk Oblast
2024-02-01,"Воїни підрозділу ""Айвенго і друзі"" з 46 ОАеМБр дронами зупинили ворожий наступ. Локація: Мар'їнка, Донецька обл __Дрони KOMAP 13918, Rusoyob 916__ [Джерело](https://t.me/ssternenko/24936) 00:09 - `47.955727, 37.491457` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.955727/37.491457) 00:21 - `47.956923, 37.483964` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.956923/37.483964)","47.955727, 37.491457",47.955727,37.491457,Ukraine,Donetsk Oblast
2024-02-01,"☠️ Flying Skull ☠️ - смажать русню. Локація: на північ від Крутої Балки, на південь від Веселого, Донецька обл [Джерело](https://t.me/flyingskull/101) 00:35 - `48.160001, 37.816672` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.160001/37.816672) 01:30 - `48.182368, 37.752860` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.182368/37.752860)","48.160001, 37.816672",48.160001,37.816672,Ukraine,Donetsk Oblast
2024-01-31,"Влучання FPV-дроном по ворожому Уралу від бійців підрозділу MURAMASA 109 бригади ТрО. Назва дрона 'MURAMASA'. Локація: на північ від Новоселівки Другої, Донецька область. [Джерело](https://t.me/muramasa_fpv/12) `48.232143, 37.800569` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/48.232143/37.800569)","48.232143, 37.800569",48.232143,37.800569,Ukraine,Donetsk Oblast
2024-01-30,"Знищення САУ та подальша детонація БК у виконанні групи ""Грома"" Локація: Донецьк [Джерело](https://t.me/vanek_nikolaev/21070) `47.977124,37.610052` 🇺🇦 [CyberBoroshnoMap](https://cyber-boroshno.com.ua/#15/47.977124/37.610052)","47.977124,37.610052",47.977124,37.610052,Ukraine,Donetsk Oblast
